gpstime,lat,lon,alt,stdlat,stdlon,stdalt,roll,pitch,head,mntroll,mntpitch,mntyaw,quality,HDOP,numSV,sep
204031.6,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.47973,-0.84869,19.0745,0.71,3.95,359.48,4,0.65,12,17.1
204031.8,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.47517,-0.83926,19.07606,0.71,3.95,359.48,4,0.65,12,17.1
204031.9,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.47171,-0.82758,19.07544,0.71,3.95,359.48,4,0.65,12,17.1
204032.1,24.9770185,121.551176,24.1,0.039,0.046,0.51,0.47391,-0.82278,19.07641,0.71,3.95,359.48,4,0.65,12,17.1
204032.3,24.9770185,121.551176,24.1,0.039,0.046,0.51,0.52426,-0.87977,19.07814,0.71,3.95,359.48,4,0.65,12,17.1
204032.5,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.5266,-0.88337,19.07881,0.71,3.95,359.48,4,0.65,12,17.1
204032.6,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.52937,-0.89421,19.07972,0.71,3.95,359.48,4,0.65,12,17.1
204032.8,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.53182,-0.89715,19.07925,0.71,3.95,359.48,4,0.65,12,17.1
204032.9,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.52791,-0.90494,19.08003,0.71,3.95,359.48,4,0.65,12,17.1
204033.1,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.52582,-0.90751,19.07899,0.71,3.95,359.48,4,0.65,12,17.1
204033.3,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.52364,-0.90866,19.07998,0.71,3.95,359.48,4,0.65,12,17.1
204033.4,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.51656,-0.87612,19.08161,0.71,3.95,359.48,4,0.65,12,17.1
204033.6,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.51277,-0.8744,19.08246,0.71,3.95,359.48,4,0.65,12,17.1
204033.7,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.50577,-0.87104,19.08364,0.71,3.95,359.48,4,0.65,12,17.1
204033.9,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.49991,-0.865,19.08358,0.71,3.95,359.48,4,0.65,12,17.1
204034.1,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.49625,-0.86475,19.08477,0.71,3.95,359.48,4,0.65,12,17.1
204034.2,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.51692,-0.87811,19.08607,0.71,3.95,359.48,4,0.65,12,17.1
204034.4,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.51673,-0.88975,19.08682,0.71,3.95,359.48,4,0.65,12,17.1
204034.5,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.51942,-0.9024,19.0867,0.71,3.95,359.48,4,0.65,12,17.1
204034.7,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.51503,-0.91499,19.08771,0.71,3.95,359.48,4,0.65,12,17.1
204034.9,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.5142,-0.91924,19.0882,0.71,3.95,359.48,4,0.65,12,17.1
204035.0,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.51276,-0.9271,19.08429,0.71,3.95,359.48,4,0.65,12,17.1
204035.2,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.51317,-0.93124,19.08405,0.71,3.95,359.48,4,0.65,12,17.1
204035.3,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.52193,-0.87645,19.08798,0.71,3.95,359.48,4,0.65,12,17.1
204035.5,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.52489,-0.88876,19.08948,0.71,3.95,359.48,4,0.65,12,17.1
204035.7,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.52787,-0.89437,19.09029,0.71,3.95,359.48,4,0.65,12,17.1
204035.8,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.53423,-0.90744,19.08889,0.71,3.95,359.48,4,0.65,12,17.1
204036.0,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.54279,-0.91694,19.08773,0.71,3.95,359.48,4,0.65,12,17.1
204036.2,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.54757,-0.91842,19.0869,0.71,3.95,359.48,4,0.65,12,17.1
204036.3,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.53533,-0.87499,19.09036,0.71,3.95,359.48,4,0.65,12,17.1
204036.5,24.9770185,121.5511761667,24.2,0.039,0.046,0.51,0.53378,-0.8754,19.09067,0.71,3.95,359.48,4,0.65,12,17.1
204036.6,24.9770185,121.5511761667,24.2,0.039,0.046,0.51,0.53338,-0.87162,19.09343,0.71,3.95,359.48,4,0.65,12,17.1
204036.8,24.9770185,121.5511761667,24.2,0.039,0.046,0.51,0.52375,-0.86592,19.09336,0.71,3.95,359.48,4,0.65,12,17.1
204037.0,24.9770185,121.5511761667,24.2,0.039,0.046,0.51,0.51961,-0.86294,19.09262,0.71,3.95,359.48,4,0.65,12,17.1
204037.1,24.9770185,121.5511761667,24.2,0.039,0.046,0.51,0.51514,-0.86045,19.09189,0.71,3.95,359.48,4,0.65,12,17.1
204037.2,24.9770185,121.5511761667,24.2,0.039,0.046,0.51,0.50956,-0.85953,19.09024,0.71,3.95,359.48,4,0.65,12,17.1
204037.4,24.9770185,121.5511761667,24.2,0.039,0.046,0.51,0.5269,-0.87965,19.09226,0.71,3.95,359.48,4,0.65,12,17.1
204037.6,24.9770185,121.5511761667,24.2,0.039,0.046,0.51,0.52428,-0.87088,19.0909,0.71,3.95,359.48,4,0.65,12,17.1
204037.7,24.9770185,121.5511761667,24.2,0.039,0.046,0.51,0.5242,-0.86915,19.08999,0.71,3.95,359.48,4,0.65,12,17.1
204037.9,24.9770185,121.5511761667,24.2,0.039,0.046,0.51,0.52211,-0.86979,19.09134,0.71,3.95,359.48,4,0.65,12,17.1
204038.0,24.9770185,121.5511761667,24.2,0.039,0.046,0.51,0.51688,-0.86557,19.09208,0.71,3.95,359.48,4,0.65,12,17.1
204038.2,24.9770185,121.5511761667,24.2,0.039,0.046,0.51,0.51998,-0.87688,19.0914,0.71,3.95,359.48,4,0.65,12,17.1
204038.4,24.9770185,121.5511761667,24.2,0.039,0.046,0.51,0.53202,-0.87854,19.09194,0.71,3.95,359.48,4,0.65,12,17.1
204038.5,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.52956,-0.87781,19.09205,0.71,3.95,359.48,4,0.65,12,17.1
204038.7,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.50768,-0.86873,19.08856,0.71,3.95,359.48,4,0.65,12,17.1
204038.9,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.49767,-0.87015,19.08699,0.71,3.95,359.48,4,0.65,12,17.1
204039.0,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.50301,-0.88074,19.08982,0.71,3.95,359.48,4,0.65,12,17.1
204039.2,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.50869,-0.88345,19.09135,0.71,3.95,359.48,4,0.65,12,17.1
204039.3,24.9770185,121.5511761667,24.1,0.039,0.046,0.51,0.51942,-0.87032,19.09305,0.71,3.95,359.48,4,0.65,12,17.1
204039.5,24.9770185,121.5511761667,24.2,0.039,0.046,0.51,0.50696,-0.86452,19.09176,0.71,3.95,359.48,4,0.65,12,17.1
204039.6,24.9770185,121.5511761667,24.2,0.039,0.046,0.51,0.49614,-0.86725,19.09255,0.71,3.95,359.48,4,0.65,12,17.1
204039.8,24.9770185,121.5511761667,24.2,0.039,0.046,0.51,0.50411,-0.87239,19.09372,0.71,3.95,359.48,4,0.65,12,17.1
204040.0,24.9770185,121.5511761667,24.2,0.039,0.046,0.51,0.50497,-0.87027,19.09194,0.71,3.95,359.48,4,0.65,12,17.1
204040.1,24.9770185,121.5511761667,24.2,0.039,0.046,0.51,0.49312,-0.86404,19.09028,0.71,3.95,359.48,4,0.65,12,17.1
204040.3,24.9770185,121.5511761667,24.2,0.039,0.046,0.51,0.51347,-0.88507,19.09395,0.71,3.95,359.48,4,0.65,12,17.1
204040.5,24.9770185,121.5511761667,24.2,0.039,0.046,0.51,0.51789,-0.88559,19.09342,0.71,3.95,359.48,4,0.65,12,17.1
204040.6,24.9770185,121.5511761667,24.2,0.039,0.046,0.51,0.5173,-0.88171,19.09471,0.71,3.95,359.48,4,0.65,12,17.1
204040.8,24.9770185,121.5511761667,24.2,0.039,0.046,0.51,0.5106,-0.88385,19.09608,0.71,3.95,359.48,4,0.65,12,17.1
204040.9,24.9770185,121.5511761667,24.2,0.039,0.046,0.51,0.5121,-0.88057,19.09529,0.71,3.95,359.48,4,0.65,12,17.1
204041.1,24.9770185,121.5511761667,24.2,0.039,0.046,0.51,0.51506,-0.87594,19.09643,0.71,3.95,359.48,4,0.65,12,17.1
204041.3,24.9770185,121.5511761667,24.2,0.039,0.046,0.51,0.51888,-0.87751,19.09948,0.71,3.95,359.48,4,0.65,12,17.1
204041.4,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.51661,-0.87492,19.10072,0.71,3.95,359.48,4,0.65,12,17.1
204041.7,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.51352,-0.87375,19.10084,0.71,3.95,359.48,4,0.65,12,17.1
204041.8,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.50859,-0.87303,19.10111,0.71,3.95,359.48,4,0.65,12,17.1
204042.0,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.50891,-0.87343,19.10345,0.71,3.95,359.48,4,0.65,12,17.1
204042.2,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.50668,-0.87254,19.10359,0.71,3.95,359.48,4,0.65,12,17.1
204042.3,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.52543,-0.87659,19.10628,0.71,3.95,359.48,4,0.65,12,17.1
204042.5,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.52298,-0.87546,19.10605,0.71,3.95,359.48,4,0.65,12,17.1
204042.7,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.52205,-0.87573,19.10747,0.71,3.95,359.48,4,0.65,12,17.1
204042.9,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.52161,-0.87467,19.10696,0.71,3.95,359.48,4,0.65,12,17.1
204043.0,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.508,-0.87658,19.10517,0.71,3.95,359.48,4,0.65,12,17.1
204043.2,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.51965,-0.87825,19.10835,0.71,3.95,359.48,4,0.65,12,17.1
204043.4,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.51533,-0.8803,19.10795,0.71,3.95,359.48,4,0.65,12,17.1
204043.5,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.51108,-0.88066,19.11084,0.71,3.95,359.48,4,0.65,12,17.1
204043.7,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.51033,-0.87943,19.11048,0.71,3.95,359.48,4,0.65,12,17.1
204043.8,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.5028,-0.88404,19.10815,0.71,3.95,359.48,4,0.65,12,17.1
204044.0,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.49952,-0.8787,19.10571,0.71,3.95,359.48,4,0.65,12,17.1
204044.2,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.49611,-0.87705,19.10535,0.71,3.95,359.48,4,0.65,12,17.1
204044.3,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.51677,-0.87076,19.10957,0.71,3.95,359.48,4,0.65,12,17.1
204044.5,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.51122,-0.86712,19.10926,0.71,3.95,359.48,4,0.65,12,17.1
204044.7,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.50781,-0.87145,19.10907,0.71,3.95,359.48,4,0.65,12,17.1
204044.8,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.50827,-0.86944,19.10993,0.71,3.95,359.48,4,0.65,12,17.1
204045.0,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.50231,-0.87143,19.11134,0.71,3.95,359.48,4,0.65,12,17.1
204045.2,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.50019,-0.86412,19.11237,0.71,3.95,359.48,4,0.65,12,17.1
204045.3,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.51751,-0.87526,19.11327,0.71,3.95,359.48,4,0.65,12,17.1
204045.5,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.51777,-0.87713,19.11339,0.71,3.95,359.48,4,0.65,12,17.1
204045.7,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.51398,-0.87433,19.1126,0.71,3.95,359.48,4,0.65,12,17.1
204045.8,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.51199,-0.87431,19.11065,0.71,3.95,359.48,4,0.65,12,17.1
204046.0,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.50947,-0.87172,19.10969,0.71,3.95,359.48,4,0.65,12,17.1
204046.1,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.50994,-0.87429,19.11103,0.71,3.95,359.48,4,0.65,12,17.1
204046.3,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.52021,-0.87427,19.11269,0.71,3.95,359.48,4,0.65,12,17.1
204046.4,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.51885,-0.87429,19.11156,0.71,3.95,359.48,4,0.65,12,17.1
204046.6,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.51393,-0.87335,19.11058,0.71,3.95,359.48,4,0.65,12,17.1
204046.8,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.51318,-0.87186,19.11098,0.71,3.95,359.48,4,0.65,12,17.1
204046.9,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.5123,-0.87368,19.11309,0.71,3.95,359.48,4,0.65,12,17.1
204047.1,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.5093,-0.87704,19.11211,0.71,3.95,359.48,4,0.65,12,17.1
204047.3,24.9770185,121.5511763333,24.2,0.039,0.046,0.51,0.51887,-0.87562,19.11477,0.71,3.95,359.48,4,0.65,12,17.1
204047.5,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.51722,-0.87849,19.11281,0.71,3.95,359.48,4,0.65,12,17.1
204047.6,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.51302,-0.87665,19.11278,0.71,3.95,359.48,4,0.65,12,17.1
204047.8,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.51561,-0.87933,19.11317,0.71,3.95,359.48,4,0.65,12,17.1
204047.9,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.50543,-0.8765,19.1131,0.71,3.95,359.48,4,0.65,12,17.1
204048.1,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.50132,-0.87849,19.1128,0.71,3.95,359.48,4,0.65,12,17.1
204048.3,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.52147,-0.88094,19.11465,0.71,3.95,359.48,4,0.65,12,17.1
204048.5,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.51471,-0.88027,19.11469,0.71,3.95,359.48,4,0.65,12,17.1
204048.7,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.51643,-0.88019,19.11611,0.71,3.95,359.48,4,0.65,12,17.1
204048.8,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.50842,-0.8781,19.11688,0.71,3.95,359.48,4,0.65,12,17.1
204049.0,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.50965,-0.88097,19.11737,0.71,3.95,359.48,4,0.65,12,17.1
204049.1,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.50097,-0.88117,19.11957,0.71,3.95,359.48,4,0.65,12,17.1
204049.3,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.51593,-0.88,19.11975,0.71,3.95,359.48,4,0.65,12,17.1
204049.4,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.51363,-0.87923,19.11953,0.71,3.95,359.48,4,0.65,12,17.1
204049.7,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.50828,-0.88022,19.12079,0.71,3.95,359.48,4,0.65,12,17.1
204049.8,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.50587,-0.87677,19.12024,0.71,3.95,359.48,4,0.65,12,17.1
204050.0,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.49689,-0.87398,19.11996,0.71,3.95,359.48,4,0.65,12,17.1
204050.2,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.49881,-0.87505,19.12321,0.71,3.95,359.48,4,0.65,12,17.1
204050.3,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.531,-0.8688,19.12376,0.71,3.95,359.48,4,0.65,12,17.1
204050.5,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.52523,-0.8786,19.12403,0.71,3.95,359.48,4,0.65,12,17.1
204050.7,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.51496,-0.88369,19.12306,0.71,3.95,359.48,4,0.65,12,17.1
204050.8,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.51536,-0.88462,19.12394,0.71,3.95,359.48,4,0.65,12,17.1
204050.9,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.51376,-0.88455,19.12423,0.71,3.95,359.48,4,0.65,12,17.1
204051.1,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.50817,-0.88161,19.12454,0.71,3.95,359.48,4,0.65,12,17.1
204051.2,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.50822,-0.88194,19.12408,0.71,3.95,359.48,4,0.65,12,17.1
204051.4,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.51031,-0.87269,19.12697,0.71,3.95,359.48,4,0.65,12,17.1
204051.6,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.51447,-0.87693,19.12848,0.71,3.95,359.48,2,3.39,12,17.1
204051.8,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.52431,-0.88009,19.13057,0.71,3.95,359.48,2,3.39,12,17.1
204051.9,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.52521,-0.88353,19.13093,0.71,3.95,359.48,2,3.39,12,17.1
204052.1,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.51514,-0.877,19.13212,0.71,3.95,359.48,2,3.39,12,17.1
204052.2,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.53584,-0.90206,19.12899,0.71,3.95,359.48,2,3.39,12,17.1
204052.5,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.5419,-0.90474,19.12812,0.71,3.95,359.48,2,3.39,12,17.1
204052.6,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.55487,-0.90714,19.13313,0.71,3.95,359.48,2,3.39,12,17.1
204052.8,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.55067,-0.89594,19.1298,0.71,3.95,359.48,2,3.39,12,17.1
204053.0,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.54721,-0.89119,19.12915,0.71,3.95,359.48,2,3.39,12,17.1
204053.1,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.52915,-0.88604,19.1298,0.71,3.95,359.48,2,3.39,12,17.1
204053.3,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.5295,-0.87827,19.12933,0.71,3.95,359.48,2,3.39,12,17.1
204053.5,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.52793,-0.88407,19.1287,0.71,3.95,359.48,2,3.39,12,17.1
204053.7,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.53061,-0.88555,19.13086,0.71,3.95,359.48,2,3.39,12,17.1
204053.8,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.53234,-0.88547,19.13035,0.71,3.95,359.48,2,3.39,12,17.1
204054.0,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.53809,-0.88834,19.13141,0.71,3.95,359.48,2,3.39,12,17.1
204054.1,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.54187,-0.89235,19.13053,0.71,3.95,359.48,2,3.39,12,17.1
204054.3,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.52219,-0.88216,19.12539,0.71,3.95,359.48,2,3.39,12,17.1
204054.5,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.52332,-0.88223,19.12511,0.71,3.95,359.48,2,3.39,12,17.1
204054.6,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.52398,-0.88156,19.1257,0.71,3.95,359.48,2,3.39,12,17.1
204054.8,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.52571,-0.88231,19.12672,0.71,3.95,359.48,2,3.39,12,17.1
204054.9,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.52698,-0.8848,19.12549,0.71,3.95,359.48,2,3.39,12,17.1
204055.1,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.52789,-0.88936,19.12424,0.71,3.95,359.48,2,3.39,12,17.1
204055.3,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.51388,-0.86644,19.12291,0.71,3.95,359.48,2,3.39,12,17.1
204055.5,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.51289,-0.86921,19.12303,0.71,3.95,359.48,2,3.39,12,17.1
204055.7,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.50785,-0.86907,19.12335,0.71,3.95,359.48,2,3.39,12,17.1
204055.8,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.51135,-0.87567,19.12445,0.71,3.95,359.48,2,3.39,12,17.1
204056.0,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.51135,-0.88573,19.12665,0.71,3.95,359.48,2,3.39,12,17.1
204056.2,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.51078,-0.88841,19.12643,0.71,3.95,359.48,2,3.39,12,17.1
204056.3,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.51384,-0.86787,19.13372,0.71,3.95,359.48,2,3.39,12,17.1
204056.5,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.51745,-0.85302,19.13101,0.71,3.95,359.48,2,3.39,12,17.1
204056.6,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.51548,-0.80112,19.14111,0.71,3.95,359.48,2,3.39,12,17.1
204056.8,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.54224,-0.77211,19.13295,0.71,3.95,359.48,2,3.39,12,17.1
204057.0,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.5542,-0.77052,19.12461,0.71,3.95,359.48,2,3.39,12,17.1
204057.1,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.54369,-0.76975,19.08152,0.71,3.95,359.48,2,3.39,12,17.1
204057.3,24.9770185,121.5511765,24.2,0.039,0.046,0.51,0.53846,-0.85831,19.04942,0.71,3.95,359.48,2,3.39,12,17.1
204057.4,24.9770188333,121.5511765,24.2,0.039,0.046,0.51,0.55188,-0.86238,18.9739,0.71,3.95,359.48,2,3.39,12,17.1
204057.6,24.9770191667,121.5511766667,24.2,0.039,0.046,0.51,0.61074,-0.90239,18.83654,0.71,3.95,359.48,2,3.39,12,17.1
204057.8,24.9770198333,121.551177,24.2,0.039,0.046,0.51,0.64423,-0.90351,18.73946,0.71,3.95,359.48,2,3.39,12,17.1
204057.9,24.9770201667,121.551177,24.2,0.039,0.046,0.51,0.66869,-0.91962,18.48068,0.71,3.95,359.48,2,3.39,12,17.1
204058.1,24.977021,121.5511773333,24.2,0.039,0.046,0.51,0.68292,-0.93584,18.32616,0.71,3.95,359.48,2,3.39,12,17.1
204058.2,24.9770213333,121.5511775,24.2,0.039,0.046,0.51,0.68929,-1.00119,17.91516,0.71,3.95,359.48,2,3.39,12,17.1
204058.4,24.9770243333,121.5511783333,24.2,0.039,0.046,0.51,0.65822,-1.01259,17.51871,0.71,3.95,359.48,2,3.39,12,17.1
204058.6,24.9770255,121.5511786667,24.2,0.039,0.046,0.51,0.65334,-1.00665,17.08957,0.71,3.95,359.48,2,3.39,12,17.1
204058.8,24.9770265,121.5511791667,24.2,0.039,0.046,0.51,0.74894,-1.01304,16.64712,0.71,3.95,359.48,2,3.39,12,17.1
204059.0,24.9770276667,121.5511795,24.2,0.039,0.046,0.51,0.77565,-0.99733,16.39553,0.71,3.95,359.48,2,3.39,12,17.1
204059.1,24.9770281667,121.5511796667,24.2,0.039,0.046,0.51,0.7481,-0.99673,15.827,0.71,3.95,359.48,2,3.39,12,17.1
204059.3,24.9770293333,121.55118,24.2,0.039,0.046,0.51,0.78713,-1.07789,15.51116,0.71,3.95,359.48,2,3.39,12,17.1
204059.4,24.9770311667,121.5511801667,24.2,0.039,0.046,0.51,0.93473,-1.10345,14.75583,0.71,3.95,359.48,2,3.41,12,17.1
204059.6,24.9770325,121.5511806667,24.2,0.039,0.046,0.51,1.02083,-1.05503,13.87801,0.71,3.95,359.48,2,3.41,12,17.1
204059.8,24.977034,121.551181,24.2,0.039,0.046,0.51,1.00406,-1.05896,13.34235,0.71,3.95,359.48,2,3.41,12,17.1
204059.9,24.9770348333,121.5511811667,24.2,0.039,0.046,0.51,0.93558,-1.02733,12.01252,0.71,3.95,359.48,2,3.41,12,17.1
204060.1,24.9770365,121.5511816667,24.1,0.039,0.046,0.51,0.88058,-0.97596,10.39676,0.71,3.95,359.48,2,3.41,12,17.1
204060.3,24.9770383333,121.551182,24.1,0.039,0.046,0.51,0.93937,-0.93334,8.47801,0.71,3.95,359.48,2,3.41,12,17.1
204060.5,24.9770405,121.551182,24.1,0.039,0.046,0.51,0.93044,-0.94606,6.24387,0.71,3.95,359.48,2,3.41,12,17.1
204060.7,24.9770425,121.5511823333,24.1,0.039,0.046,0.51,0.94627,-0.89606,5.03542,0.71,3.95,359.48,2,3.41,12,17.1
204060.8,24.9770435,121.5511823333,24.1,0.039,0.046,0.51,1.08876,-0.81913,2.43837,0.71,3.95,359.48,2,3.41,12,17.1
204061.0,24.9770455,121.5511825,24.1,0.039,0.046,0.51,1.09484,-0.81337,1.05425,0.71,3.95,359.48,2,3.41,12,17.1
204061.1,24.9770466667,121.5511826667,24.1,0.039,0.046,0.51,1.07691,-0.799,358.2279,0.71,3.95,359.48,2,3.41,12,17.1
204061.3,24.9770488333,121.5511826667,24.1,0.039,0.046,0.51,1.3345,-0.75904,354.59355,0.71,3.95,359.48,2,3.41,12,17.1
204061.5,24.9770508333,121.5511831667,24.1,0.039,0.046,0.51,1.37948,-0.76449,353.02925,0.71,3.95,359.48,2,3.39,12,17.1
204061.6,24.977052,121.551183,24.1,0.039,0.046,0.51,1.43742,-0.71842,349.82277,0.71,3.95,359.48,2,3.39,12,17.1
204061.8,24.9770543333,121.5511826667,24.1,0.039,0.046,0.51,1.46771,-0.71795,348.19093,0.71,3.95,359.48,2,3.39,12,17.1
204061.9,24.9770555,121.5511825,24.1,0.039,0.046,0.51,1.3637,-0.80521,344.88402,0.71,3.95,359.48,2,3.39,12,17.1
204062.1,24.9770578333,121.5511818333,24.1,0.039,0.046,0.51,1.27763,-0.79265,341.48024,0.71,3.95,359.48,2,3.39,12,17.1
204062.3,24.9770603333,121.5511811667,24.1,0.039,0.046,0.51,1.29297,-0.80995,339.56589,0.71,3.95,359.48,2,3.39,12,17.1
204062.4,24.9770613333,121.5511801667,24.1,0.039,0.046,0.51,1.39562,-0.8504,336.028,0.71,3.95,359.48,2,3.39,12,17.1
204062.6,24.9770638333,121.5511791667,24.1,0.039,0.046,0.51,1.33191,-0.83948,332.38461,0.71,3.95,359.48,2,3.39,12,17.1
